"location","date","total_cases","new_cases","total_deaths","new_deaths","gdp_per_capita","population","lockdown_date","total_doses_administered","pc_of_population_fully_vaccinated","gdp","gdp_status","daily_infection_rate","daily_death_rate"
"Australia",2019-12-31,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-01,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-02,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-03,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-04,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-05,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-06,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-07,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-08,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-09,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-10,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-11,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-12,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-13,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-14,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-15,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-16,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-17,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-18,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-19,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-20,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-21,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-22,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-23,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-24,0,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-25,1,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-01-26,4,3,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000117647607845699,0
"Australia",2020-01-27,4,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-28,4,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-29,4,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-01-30,6,2,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-01-31,7,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-01,9,2,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-02-02,11,2,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-02-03,11,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-04,11,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-05,12,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-06,13,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-07,14,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-08,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-09,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-10,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-11,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-12,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-13,14,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-14,15,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-15,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-16,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-17,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-18,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-19,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-20,15,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-21,17,2,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-02-22,21,4,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000156863477127599,0
"Australia",2020-02-23,22,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-24,22,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-25,22,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-26,22,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-27,23,1,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0
"Australia",2020-02-28,23,0,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0,0
"Australia",2020-02-29,25,2,0,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-03-01,26,1,1,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000392158692818998,0.0000000392158692818998
"Australia",2020-03-02,29,3,1,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000117647607845699,0
"Australia",2020-03-03,33,4,1,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000156863477127599,0
"Australia",2020-03-04,41,8,1,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000313726954255198,0
"Australia",2020-03-05,52,11,2,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0.0000000392158692818998
"Australia",2020-03-06,59,7,2,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000274511084973299,0
"Australia",2020-03-07,63,4,2,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000156863477127599,0
"Australia",2020-03-08,74,11,3,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0.0000000392158692818998
"Australia",2020-03-09,80,6,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000235295215691399,0
"Australia",2020-03-10,100,20,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000784317385637996,0
"Australia",2020-03-11,112,12,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0
"Australia",2020-03-12,126,14,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000549022169946597,0
"Australia",2020-03-13,156,30,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000117647607845699,0
"Australia",2020-03-14,197,41,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000160785064055789,0
"Australia",2020-03-15,249,52,3,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000203922520265879,0
"Australia",2020-03-16,298,49,5,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000192157759481309,0.0000000784317385637996
"Australia",2020-03-17,375,77,5,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000301962193470628,0
"Australia",2020-03-18,454,79,5,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000309805367327008,0
"Australia",2020-03-19,565,111,6,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000435296149029088,0.0000000392158692818998
"Australia",2020-03-20,709,144,6,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000564708517659357,0
"Australia",2020-03-21,874,165,7,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000647061843151346,0.0000000392158692818998
"Australia",2020-03-22,1098,224,7,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000878435471914555,0
"Australia",2020-03-23,1709,611,7,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000239608961312408,0
"Australia",2020-03-24,1823,114,7,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000447060909813658,0
"Australia",2020-03-25,2423,600,8,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000235295215691399,0.0000000392158692818998
"Australia",2020-03-26,2799,376,11,3,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000147451668499943,0.000000117647607845699
"Australia",2020-03-27,3166,367,13,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000143922240264572,0.0000000784317385637996
"Australia",2020-03-28,3378,212,13,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000831376428776276,0
"Australia",2020-03-29,3809,431,14,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000169020396604988,0.0000000392158692818998
"Australia",2020-03-30,4093,284,16,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000111373068760595,0.0000000784317385637996
"Australia",2020-03-31,4557,464,19,3,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000181961633468015,0.000000117647607845699
"Australia",2020-04-01,4707,150,20,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000588238039228497,0.0000000392158692818998
"Australia",2020-04-02,4976,269,21,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000010549068836831,0.0000000392158692818998
"Australia",2020-04-03,5224,248,23,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000972553558191115,0.0000000784317385637996
"Australia",2020-04-04,5548,324,30,7,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000127059416473355,0.000000274511084973299
"Australia",2020-04-05,5687,139,34,4,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000545100583018407,0.000000156863477127599
"Australia",2020-04-06,5744,57,36,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000223530454906829,0.0000000784317385637996
"Australia",2020-04-07,5844,100,42,6,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000392158692818998,0.000000235295215691399
"Australia",2020-04-08,5956,112,45,3,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000439217735957278,0.000000117647607845699
"Australia",2020-04-10,6152,100,52,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000392158692818998,0.0000000784317385637996
"Australia",2020-04-11,6238,86,54,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000337256475824338,0.0000000784317385637996
"Australia",2020-04-12,6289,51,57,3,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000200000933337689,0.000000117647607845699
"Australia",2020-04-13,6322,33,61,4,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000129412368630269,0.000000156863477127599
"Australia",2020-04-14,6366,44,61,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000172549824840359,0
"Australia",2020-04-15,6416,50,61,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000196079346409499,0
"Australia",2020-04-16,6458,42,63,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000164706650983979,0.0000000784317385637996
"Australia",2020-04-17,6497,39,63,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000152941890199409,0
"Australia",2020-04-18,6533,36,67,4,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000141177129414839,0.000000156863477127599
"Australia",2020-04-19,6586,53,69,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000207844107194069,0.0000000784317385637996
"Australia",2020-04-20,6612,26,70,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000101961260132939,0.0000000392158692818998
"Australia",2020-04-21,6625,13,71,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000509806300664697,0.0000000392158692818998
"Australia",2020-04-22,6647,22,74,3,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000862749124201795,0.000000117647607845699
"Australia",2020-04-23,6654,7,74,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000274511084973299,0
"Australia",2020-04-24,6667,13,75,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000509806300664697,0.0000000392158692818998
"Australia",2020-04-25,6687,20,79,4,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000784317385637996,0.000000156863477127599
"Australia",2020-04-26,6703,16,81,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000627453908510397,0.0000000784317385637996
"Australia",2020-04-27,6713,10,83,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000392158692818998,0.0000000784317385637996
"Australia",2020-04-28,6725,12,84,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0.0000000392158692818998
"Australia",2020-04-29,6738,13,88,4,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000509806300664697,0.000000156863477127599
"Australia",2020-04-30,6746,8,90,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000313726954255198,0.0000000784317385637996
"Australia",2020-05-01,6762,16,92,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000627453908510397,0.0000000784317385637996
"Australia",2020-05-02,6767,5,93,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000196079346409499,0.0000000392158692818998
"Australia",2020-05-03,6783,16,93,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000627453908510397,0
"Australia",2020-05-04,6801,18,95,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000705885647074196,0.0000000784317385637996
"Australia",2020-05-05,6825,24,95,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000941180862765595,0
"Australia",2020-05-06,6849,24,96,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000941180862765595,0.0000000392158692818998
"Australia",2020-05-07,6875,26,97,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000101961260132939,0.0000000392158692818998
"Australia",2020-05-08,6896,21,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000823533254919896,0
"Australia",2020-05-09,6914,18,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000705885647074196,0
"Australia",2020-05-10,6929,15,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000588238039228497,0
"Australia",2020-05-11,6941,12,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0
"Australia",2020-05-12,6948,7,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000274511084973299,0
"Australia",2020-05-13,6964,16,97,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000627453908510397,0
"Australia",2020-05-14,6975,11,98,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0.0000000392158692818998
"Australia",2020-05-15,6989,14,98,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000549022169946597,0
"Australia",2020-05-16,7019,30,98,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000117647607845699,0
"Australia",2020-05-17,7036,17,98,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000666669777792296,0
"Australia",2020-05-18,7045,9,98,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000352942823537098,0
"Australia",2020-05-19,7060,15,99,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000588238039228497,0.0000000392158692818998
"Australia",2020-05-20,7068,8,99,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000313726954255198,0
"Australia",2020-05-21,7079,11,100,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0.0000000392158692818998
"Australia",2020-05-22,7081,2,100,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-05-23,7095,14,101,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000549022169946597,0.0000000392158692818998
"Australia",2020-05-24,7106,11,102,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0.0000000392158692818998
"Australia",2020-05-25,7109,3,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000117647607845699,0
"Australia",2020-05-26,7118,9,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000352942823537098,0
"Australia",2020-05-27,7133,15,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000588238039228497,0
"Australia",2020-05-28,7139,6,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000235295215691399,0
"Australia",2020-05-29,7150,11,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0
"Australia",2020-05-30,7173,23,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000901964993483695,0
"Australia",2020-05-31,7185,12,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0
"Australia",2020-06-01,7195,10,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000392158692818998,0
"Australia",2020-06-02,7204,9,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000352942823537098,0
"Australia",2020-06-03,7221,17,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000666669777792296,0
"Australia",2020-06-04,7229,8,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000313726954255198,0
"Australia",2020-06-05,7240,11,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0
"Australia",2020-06-06,7251,11,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000431374562100898,0
"Australia",2020-06-07,7255,4,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000156863477127599,0
"Australia",2020-06-08,7260,5,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000196079346409499,0
"Australia",2020-06-09,7265,5,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000196079346409499,0
"Australia",2020-06-10,7267,2,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000000784317385637996,0
"Australia",2020-06-11,7276,9,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000352942823537098,0
"Australia",2020-06-12,7285,9,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000352942823537098,0
"Australia",2020-06-13,7290,5,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000196079346409499,0
"Australia",2020-06-14,7302,12,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0
"Australia",2020-06-15,7320,18,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000705885647074196,0
"Australia",2020-06-16,7335,15,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000588238039228497,0
"Australia",2020-06-17,7347,12,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000470590431382797,0
"Australia",2020-06-18,7370,23,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000901964993483695,0
"Australia",2020-06-19,7391,21,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000823533254919896,0
"Australia",2020-06-20,7409,18,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000705885647074196,0
"Australia",2020-06-21,7436,27,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000105882847061129,0
"Australia",2020-06-22,7461,25,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000980396732047495,0
"Australia",2020-06-23,7474,13,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000509806300664697,0
"Australia",2020-06-24,7492,18,102,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.000000705885647074196,0
"Australia",2020-06-25,7521,29,103,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000113726020917509,0.0000000392158692818998
"Australia",2020-06-26,7558,37,104,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000145098716343029,0.0000000392158692818998
"Australia",2020-06-27,7595,37,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000145098716343029,0
"Australia",2020-06-28,7641,46,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000180392998696739,0
"Australia",2020-06-29,7686,45,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000176471411768549,0
"Australia",2020-06-30,7767,81,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000317648541183388,0
"Australia",2020-07-01,7834,67,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000262746324188729,0
"Australia",2020-07-02,7920,86,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000337256475824338,0
"Australia",2020-07-03,8001,81,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000317648541183388,0
"Australia",2020-07-04,8255,254,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000996083079760255,0
"Australia",2020-07-05,8362,107,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000419609801316328,0
"Australia",2020-07-06,8449,87,104,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000341178062752528,0
"Australia",2020-07-07,8586,137,106,2,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000537257409162027,0.0000000784317385637996
"Australia",2020-07-08,8755,169,106,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000662748190864106,0
"Australia",2020-07-09,8886,131,106,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000513727887592887,0
"Australia",2020-07-10,9059,173,106,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000678434538576866,0
"Australia",2020-07-11,9359,300,106,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.0000117647607845699,0
"Australia",2020-07-12,9553,194,107,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000760787864068856,0.0000000392158692818998
"Australia",2020-07-13,9797,244,108,1,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000956867210478355,0.0000000392158692818998
"Australia",2020-07-14,9980,183,108,0,44648.71,25499881,2020-03-24,57988175,86,1138536791803.51,"below average",0.00000717650407858766,0
"China",2019-12-31,27,27,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0.0000000187588091628368,0
"China",2020-01-01,27,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-02,27,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-03,44,17,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0.0000000118111020654898,0
"China",2020-01-04,44,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-05,59,15,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0.0000000104215606460204,0
"China",2020-01-06,59,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-07,59,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-08,59,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-09,59,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
"China",2020-01-10,59,0,0,0,15308.712,1439323774,2020-01-23,3407945000,90,22034193130919.1,"above/equal to average",0,0
